	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
161	Achillea millefolium	28738	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	12.7762069	mg/g
168	Achillea millefolium	28739	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	13.04973505	mg/g
175	Achillea millefolium	28740	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	13.89798633	mg/g
182	Achillea millefolium	28741	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	15.9678526	mg/g
189	Achillea millefolium	28742	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	16.17059554	mg/g
196	Achillea millefolium	29080	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	14.7	mg/g
203	Achillea millefolium	29081	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	16.1	mg/g
210	Achillea millefolium	29082	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	16.2	mg/g
217	Achillea millefolium	29083	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	16.6	mg/g
224	Achillea millefolium	29084	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	20.2	mg/g
231	Achillea millefolium	29085	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	20.5	mg/g
238	Achillea millefolium	29086	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	22.2	mg/g
245	Achillea millefolium	29087	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	23.0	mg/g
252	Achillea millefolium	29088	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	24.0	mg/g
259	Achillea millefolium	29089	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	27.1	mg/g
266	Achillea millefolium	29090	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	29.6	mg/g
273	Achillea millefolium	29091	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.5	mg/g
280	Achillea millefolium	29092	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	33.1	mg/g
282	Achillea millefolium	93134	42	Plant growth form	Plant growth form	herb	
281	Achillea millefolium	93134	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.21	g/g
434	Achillea millefolium	93447	42	Plant growth form	Plant growth form	herbaceous dicotyl	
523	Achillea millefolium	94074	42	Plant growth form	Plant growth form	herbaceous dicotyl	
534	Achillea millefolium	94182	42	Plant growth form	Plant growth form	herbaceous dicotyl	
545	Achillea millefolium	94198	42	Plant growth form	Plant growth form	herbaceous dicotyl	
556	Achillea millefolium	94214	42	Plant growth form	Plant growth form	herbaceous dicotyl	
565	Achillea millefolium	94230	42	Plant growth form	Plant growth form	herbaceous dicotyl	
574	Achillea millefolium	94264	42	Plant growth form	Plant growth form	herbaceous dicotyl	
617	Achillea millefolium	94939	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
621	Achillea millefolium	94940	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
626	Achillea millefolium	94947	42	Plant growth form	Shoot growth form, shoot architecture	Stem erect	
683	Achillea millefolium	155826	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	403.17	mg/g
682	Achillea millefolium	155826	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	19.3	mg/g
681	Achillea millefolium	155826	42	Plant growth form	Plant growth form	Herb	
700	Achillea millefolium	158098	3106	Plant height vegetative	Plant height vegetative	0.2927	m
797	Achillea millefolium	170142	42	Plant growth form	Plant growth form	herb	
798	Achillea millefolium	170142	3106	Plant height vegetative	Plant height vegetative	0.183333333333333	m
810	Achillea millefolium	172076	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	449.894332885742	mg/g
809	Achillea millefolium	172076	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	17.1816170215607	mg/g
116128	Achillea millefolium	172076	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.68667706363488	g m-2
807	Achillea millefolium	172076	55	Leaf dry mass (single leaf)	Leaf dry mass	150.0	mg
806	Achillea millefolium	172076	163	Leaf fresh mass	Leaf fresh mass	0.25	g
812	Achillea millefolium	172076	3106	Plant height vegetative	Plant height vegetative	0.26	m
820	Achillea millefolium	172077	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	439.179840087891	mg/g
819	Achillea millefolium	172077	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	15.2947807312012	mg/g
818	Achillea millefolium	172077	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.368421052631579	g/g
116129	Achillea millefolium	172077	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.10717130422346	g m-2
817	Achillea millefolium	172077	55	Leaf dry mass (single leaf)	Leaf dry mass	70.0	mg
816	Achillea millefolium	172077	163	Leaf fresh mass	Leaf fresh mass	0.19	g
822	Achillea millefolium	172077	3106	Plant height vegetative	Plant height vegetative	0.219	m
830	Achillea millefolium	172078	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	436.050643920898	mg/g
828	Achillea millefolium	172078	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.428571428571428	g/g
116130	Achillea millefolium	172078	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.742379881495195	g m-2
827	Achillea millefolium	172078	55	Leaf dry mass (single leaf)	Leaf dry mass	30.0	mg
826	Achillea millefolium	172078	163	Leaf fresh mass	Leaf fresh mass	0.07	g
831	Achillea millefolium	172078	3106	Plant height vegetative	Plant height vegetative	0.217	m
840	Achillea millefolium	172079	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	427.314949035645	mg/g
839	Achillea millefolium	172079	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	14.500697851181	mg/g
116131	Achillea millefolium	172079	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.14145326916175	g m-2
836	Achillea millefolium	172079	163	Leaf fresh mass	Leaf fresh mass	0.13	g
841	Achillea millefolium	172079	3106	Plant height vegetative	Plant height vegetative	0.188	m
850	Achillea millefolium	172080	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	422.137336730957	mg/g
849	Achillea millefolium	172080	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	16.4992189407349	mg/g
848	Achillea millefolium	172080	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.277777777777778	g/g
116132	Achillea millefolium	172080	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.872051741053641	g m-2
847	Achillea millefolium	172080	55	Leaf dry mass (single leaf)	Leaf dry mass	50.0	mg
846	Achillea millefolium	172080	163	Leaf fresh mass	Leaf fresh mass	0.18	g
852	Achillea millefolium	172080	3106	Plant height vegetative	Plant height vegetative	0.178	m
921	Achillea millefolium	172588	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	476.246253560479	mg/g
920	Achillea millefolium	172588	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	22.8536298775178	mg/g
919	Achillea millefolium	172588	42	Plant growth form	Plant growth form	H	
116138	Achillea millefolium	172588	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.12790285334777	g m-2
922	Achillea millefolium	172588	3106	Plant height vegetative	Plant height vegetative	0.15	m
968	Achillea millefolium	172661	42	Plant growth form	Plant growth form	H	
1058	Achillea millefolium	173398	3106	Plant height vegetative	Plant height vegetative	0.316	m
1111	Achillea millefolium	178318	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.175	g/g
1233	Achillea millefolium	181746	55	Leaf dry mass (single leaf)	Leaf dry mass	15.4	mg
1254	Achillea millefolium	181748	55	Leaf dry mass (single leaf)	Leaf dry mass	21.3	mg
1349	Achillea millefolium	206874	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	24.8	mm2 mg-1
1359	Achillea millefolium	206883	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	21.4	mm2 mg-1
1389	Achillea millefolium	285407	42	Plant growth form	Plant growth form	herb	
1391	Achillea millefolium	285408	42	Plant growth form	Plant growth form	herb	
1393	Achillea millefolium	285409	42	Plant growth form	Plant growth form	herb	
1395	Achillea millefolium	285410	42	Plant growth form	Plant growth form	herb	
1397	Achillea millefolium	285411	42	Plant growth form	Plant growth form	herb	
1399	Achillea millefolium	285412	42	Plant growth form	Plant growth form	herb	
1401	Achillea millefolium	285413	42	Plant growth form	Plant growth form	herb	
1403	Achillea millefolium	285414	42	Plant growth form	Plant growth form	herb	
1405	Achillea millefolium	285415	42	Plant growth form	Plant growth form	herb	
1407	Achillea millefolium	285416	42	Plant growth form	Plant growth form	herb	
1409	Achillea millefolium	285417	42	Plant growth form	Plant growth form	herb	
1411	Achillea millefolium	285418	42	Plant growth form	Plant growth form	herb	
1413	Achillea millefolium	285419	42	Plant growth form	Plant growth form	herb	
1415	Achillea millefolium	285421	42	Plant growth form	Plant growth form	herb	
1417	Achillea millefolium	285431	42	Plant growth form	Plant growth form	herb	
1440	Achillea millefolium	676642	42	Plant growth form	Plant growth form	forb	
1488	Achillea millefolium	757712	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.312658227848101	g/g
1487	Achillea millefolium	757712	55	Leaf dry mass (single leaf)	Leaf dry mass	24.7	mg
1486	Achillea millefolium	757712	163	Leaf fresh mass	Leaf fresh mass	0.079	g
1496	Achillea millefolium	757713	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.313751668891856	g/g
1495	Achillea millefolium	757713	55	Leaf dry mass (single leaf)	Leaf dry mass	23.5	mg
1494	Achillea millefolium	757713	163	Leaf fresh mass	Leaf fresh mass	0.0749	g
1504	Achillea millefolium	757714	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.226783968719453	g/g
1503	Achillea millefolium	757714	55	Leaf dry mass (single leaf)	Leaf dry mass	23.2	mg
1502	Achillea millefolium	757714	163	Leaf fresh mass	Leaf fresh mass	0.1023	g
1512	Achillea millefolium	757715	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.303482587064677	g/g
1511	Achillea millefolium	757715	55	Leaf dry mass (single leaf)	Leaf dry mass	18.3	mg
1510	Achillea millefolium	757715	163	Leaf fresh mass	Leaf fresh mass	0.0603	g
1520	Achillea millefolium	757716	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.258333333333333	g/g
1519	Achillea millefolium	757716	55	Leaf dry mass (single leaf)	Leaf dry mass	40.3	mg
1518	Achillea millefolium	757716	163	Leaf fresh mass	Leaf fresh mass	0.156	g
1528	Achillea millefolium	757717	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.207638888888889	g/g
1527	Achillea millefolium	757717	55	Leaf dry mass (single leaf)	Leaf dry mass	29.9	mg
1526	Achillea millefolium	757717	163	Leaf fresh mass	Leaf fresh mass	0.144	g
1536	Achillea millefolium	757718	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.261075949367089	g/g
1535	Achillea millefolium	757718	55	Leaf dry mass (single leaf)	Leaf dry mass	16.5	mg
1534	Achillea millefolium	757718	163	Leaf fresh mass	Leaf fresh mass	0.0632	g
1544	Achillea millefolium	757719	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.257097791798107	g/g
1543	Achillea millefolium	757719	55	Leaf dry mass (single leaf)	Leaf dry mass	16.3	mg
1542	Achillea millefolium	757719	163	Leaf fresh mass	Leaf fresh mass	0.0634	g
1552	Achillea millefolium	757720	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.206134415877312	g/g
2091	Achillea millefolium	759334	3106	Plant height vegetative	Plant height vegetative	0.58	m
2093	Achillea millefolium	759336	3106	Plant height vegetative	Plant height vegetative	0.61	m
2094	Achillea millefolium	759337	3106	Plant height vegetative	Plant height vegetative	0.67	m
2095	Achillea millefolium	759338	3106	Plant height vegetative	Plant height vegetative	0.68	m
2096	Achillea millefolium	759339	3106	Plant height vegetative	Plant height vegetative	0.69	m
2097	Achillea millefolium	759340	3106	Plant height vegetative	Plant height vegetative	0.73	m
2099	Achillea millefolium	759342	3106	Plant height vegetative	Plant height vegetative	0.77	m
2146	Achillea millefolium	761017	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.197936814958092	g/g
2145	Achillea millefolium	761017	55	Leaf dry mass (single leaf)	Leaf dry mass	30.7	mg
2144	Achillea millefolium	761017	163	Leaf fresh mass	Leaf fresh mass	0.1551	g
2147	Achillea millefolium	761017	3106	Plant height vegetative	Plant height vegetative	0.39	m
2154	Achillea millefolium	761030	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.211022480058013	g/g
2153	Achillea millefolium	761030	55	Leaf dry mass (single leaf)	Leaf dry mass	29.1	mg
2152	Achillea millefolium	761030	163	Leaf fresh mass	Leaf fresh mass	0.1379	g
2155	Achillea millefolium	761030	3106	Plant height vegetative	Plant height vegetative	0.56	m
2162	Achillea millefolium	761116	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.228070175438597	g/g
2161	Achillea millefolium	761116	55	Leaf dry mass (single leaf)	Leaf dry mass	24.7	mg
2160	Achillea millefolium	761116	163	Leaf fresh mass	Leaf fresh mass	0.1083	g
2163	Achillea millefolium	761116	3106	Plant height vegetative	Plant height vegetative	0.65	m
2170	Achillea millefolium	761284	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.235947712418301	g/g
2169	Achillea millefolium	761284	55	Leaf dry mass (single leaf)	Leaf dry mass	36.1	mg
2168	Achillea millefolium	761284	163	Leaf fresh mass	Leaf fresh mass	0.153	g
2171	Achillea millefolium	761284	3106	Plant height vegetative	Plant height vegetative	0.48	m
2178	Achillea millefolium	761305	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.23927178153446	g/g
2177	Achillea millefolium	761305	55	Leaf dry mass (single leaf)	Leaf dry mass	18.4	mg
2176	Achillea millefolium	761305	163	Leaf fresh mass	Leaf fresh mass	0.0769	g
2179	Achillea millefolium	761305	3106	Plant height vegetative	Plant height vegetative	0.41	m
2186	Achillea millefolium	761309	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.246963562753036	g/g
2185	Achillea millefolium	761309	55	Leaf dry mass (single leaf)	Leaf dry mass	12.2	mg
2184	Achillea millefolium	761309	163	Leaf fresh mass	Leaf fresh mass	0.0494	g
2187	Achillea millefolium	761309	3106	Plant height vegetative	Plant height vegetative	0.5	m
2194	Achillea millefolium	761379	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.277777777777778	g/g
2193	Achillea millefolium	761379	55	Leaf dry mass (single leaf)	Leaf dry mass	5.0	mg
2195	Achillea millefolium	761379	3106	Plant height vegetative	Plant height vegetative	0.24	m
2202	Achillea millefolium	761410	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.330937320299022	g/g
2201	Achillea millefolium	761410	55	Leaf dry mass (single leaf)	Leaf dry mass	115.1	mg
2200	Achillea millefolium	761410	163	Leaf fresh mass	Leaf fresh mass	0.3478	g
2209	Achillea millefolium	761420	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.332826747720365	g/g
2208	Achillea millefolium	761420	55	Leaf dry mass (single leaf)	Leaf dry mass	43.8	mg
2207	Achillea millefolium	761420	163	Leaf fresh mass	Leaf fresh mass	0.1316	g
2219	Achillea millefolium	771369	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	14.6	mg/g
2216	Achillea millefolium	771369	42	Plant growth form	Plant growth form	Herb	
2223	Achillea millefolium	773062	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	19.6	mg/g
2222	Achillea millefolium	773062	42	Plant growth form	Plant growth form	Herb	
2315	Achillea millefolium	801007	42	Plant growth form	Plant growth form	H	
2345	Achillea millefolium	807316	55	Leaf dry mass (single leaf)	Leaf dry mass	60.27	mg
2349	Achillea millefolium	807317	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	28.96	mm2 mg-1
2355	Achillea millefolium	807324	55	Leaf dry mass (single leaf)	Leaf dry mass	77.9	mg
2359	Achillea millefolium	807334	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	20.75	mm2 mg-1
2387	Achillea millefolium	807378	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	33.74	mm2 mg-1
2390	Achillea millefolium	807468	42	Plant growth form	Shoot growth form, shoot architecture	erect	
2394	Achillea millefolium	807480	3106	Plant height vegetative	Plant height vegetative	0.8	m
2398	Achillea millefolium	807512	33	Seed (seedbank) longevity	Seedbank longevity	present	
2402	Achillea millefolium	807513	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2406	Achillea millefolium	807514	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2410	Achillea millefolium	807515	33	Seed (seedbank) longevity	Seedbank longevity	present	
2414	Achillea millefolium	807516	33	Seed (seedbank) longevity	Seedbank longevity	present	
2418	Achillea millefolium	807517	33	Seed (seedbank) longevity	Seedbank longevity	present	
2422	Achillea millefolium	807518	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2426	Achillea millefolium	807519	33	Seed (seedbank) longevity	Seedbank longevity	present	
2430	Achillea millefolium	807520	33	Seed (seedbank) longevity	Seedbank longevity	present	
2434	Achillea millefolium	807521	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2438	Achillea millefolium	807522	33	Seed (seedbank) longevity	Seedbank longevity	present	
2442	Achillea millefolium	807523	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2446	Achillea millefolium	807524	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2450	Achillea millefolium	807525	33	Seed (seedbank) longevity	Seedbank longevity	present	
2454	Achillea millefolium	807526	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2458	Achillea millefolium	807527	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2462	Achillea millefolium	807528	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2466	Achillea millefolium	807529	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2470	Achillea millefolium	807530	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2474	Achillea millefolium	807531	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2478	Achillea millefolium	807532	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2482	Achillea millefolium	807533	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2486	Achillea millefolium	807534	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2490	Achillea millefolium	807535	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2494	Achillea millefolium	807537	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2498	Achillea millefolium	807538	33	Seed (seedbank) longevity	Seedbank longevity	present	
2502	Achillea millefolium	807539	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2506	Achillea millefolium	807540	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2510	Achillea millefolium	807541	33	Seed (seedbank) longevity	Seedbank longevity	present	
2514	Achillea millefolium	807542	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2518	Achillea millefolium	807543	33	Seed (seedbank) longevity	Seedbank longevity	present	
2522	Achillea millefolium	807545	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2526	Achillea millefolium	807547	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2530	Achillea millefolium	807548	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2534	Achillea millefolium	807549	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
2538	Achillea millefolium	807550	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2542	Achillea millefolium	807551	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2546	Achillea millefolium	807552	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2550	Achillea millefolium	807553	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2554	Achillea millefolium	807554	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2558	Achillea millefolium	807555	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2562	Achillea millefolium	807556	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2566	Achillea millefolium	807557	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2570	Achillea millefolium	807560	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2574	Achillea millefolium	807561	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2578	Achillea millefolium	807562	33	Seed (seedbank) longevity	Seedbank longevity	transient	
2582	Achillea millefolium	807564	3117	Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded	SLA: undefined if petiole in- or excluded	14.04	mm2 mg-1
2593	Achillea millefolium	807786	42	Plant growth form	Shoot growth form, shoot architecture	erect	
2597	Achillea millefolium	807793	3106	Plant height vegetative	Plant height vegetative	0.1	m
2602	Achillea millefolium	807796	33	Seed (seedbank) longevity	Seedbank longevity	short-term persistent	
2610	Achillea millefolium	807798	33	Seed (seedbank) longevity	Seedbank longevity	long-term persistent	
3295	Achillea millefolium	941011	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	461.32	mg/g
3294	Achillea millefolium	941011	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	27.762	mg/g
3290	Achillea millefolium	941011	42	Plant growth form	Plant growth form	herb	
3296	Achillea millefolium	941011	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.21301539449213	g m-2
3292	Achillea millefolium	941011	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.76002	g
3293	Achillea millefolium	941011	3106	Plant height vegetative	Plant height vegetative	0.282	m
3310	Achillea millefolium	941039	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	433.610583333333	mg/g
3309	Achillea millefolium	941039	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	22.47945	mg/g
3305	Achillea millefolium	941039	42	Plant growth form	Plant growth form	herb	
3311	Achillea millefolium	941039	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.50633360954112	g m-2
3306	Achillea millefolium	941039	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.52545	g
3308	Achillea millefolium	941039	3106	Plant height vegetative	Plant height vegetative	0.315	m
3350	Achillea millefolium	941049	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	24.2641626984127	mg/g
3346	Achillea millefolium	941049	42	Plant growth form	Plant growth form	herb	
3352	Achillea millefolium	941049	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.40985276196324	g m-2
3347	Achillea millefolium	941049	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.580169444444444	g
3349	Achillea millefolium	941049	3106	Plant height vegetative	Plant height vegetative	0.2855	m
3389	Achillea millefolium	941057	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	438.61625	mg/g
3388	Achillea millefolium	941057	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	22.3569166666667	mg/g
3384	Achillea millefolium	941057	42	Plant growth form	Plant growth form	herb	
3390	Achillea millefolium	941057	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.88033330929165	g m-2
3385	Achillea millefolium	941057	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Whole plant aboveground vegetative dry mass per individual plant	0.174975	g
3387	Achillea millefolium	941057	3106	Plant height vegetative	Plant height vegetative	0.138	m
3457	Achillea millefolium	941077	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	444.18	mg/g
3456	Achillea millefolium	941077	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.146	mg/g
3452	Achillea millefolium	941077	42	Plant growth form	Plant growth form	herb	
3458	Achillea millefolium	941077	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.59604105996402	g m-2
3454	Achillea millefolium	941077	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	1.54552	g
3455	Achillea millefolium	941077	3106	Plant height vegetative	Plant height vegetative	0.468	m
3494	Achillea millefolium	941126	42	Plant growth form	Plant growth form	herb	
3495	Achillea millefolium	941126	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Shoot dry mass per plant	0.4109	g
3508	Achillea millefolium	941155	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	437.89	mg/g
3507	Achillea millefolium	941155	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.041	mg/g
3503	Achillea millefolium	941155	42	Plant growth form	Plant growth form	herb	
3509	Achillea millefolium	941155	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	2.29213089147273	g m-2
