	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
24161	Trifolium pratense	2310918	159	Seedbank type	Seedbank type	transient	
24169	Trifolium pratense	2310918	1111	Seedbank density	Seedbank density	0.0	1/m2
24177	Trifolium pratense	2310919	159	Seedbank type	Seedbank type	transient	
24185	Trifolium pratense	2310919	1111	Seedbank density	Seedbank density	0.0	1/m2
24193	Trifolium pratense	2310920	159	Seedbank type	Seedbank type	transient	
24201	Trifolium pratense	2310920	1111	Seedbank density	Seedbank density	0.0	1/m2
24209	Trifolium pratense	2310921	159	Seedbank type	Seedbank type	transient	
24217	Trifolium pratense	2310921	1111	Seedbank density	Seedbank density	0.0	1/m2
24225	Trifolium pratense	2310922	159	Seedbank type	Seedbank type	transient	
24233	Trifolium pratense	2310922	1111	Seedbank density	Seedbank density	0.0	1/m2
24241	Trifolium pratense	2310923	159	Seedbank type	Seedbank type	transient	
24249	Trifolium pratense	2310923	1111	Seedbank density	Seedbank density	0.0	1/m2
24257	Trifolium pratense	2310924	159	Seedbank type	Seedbank type	transient	
24265	Trifolium pratense	2310924	1111	Seedbank density	Seedbank density	0.0	1/m2
24273	Trifolium pratense	2310925	159	Seedbank type	Seedbank type	transient	
24281	Trifolium pratense	2310925	1111	Seedbank density	Seedbank density	0.0	1/m2
24289	Trifolium pratense	2310926	159	Seedbank type	Seedbank type	transient	
24297	Trifolium pratense	2310926	1111	Seedbank density	Seedbank density	0.0	1/m2
24305	Trifolium pratense	2310927	159	Seedbank type	Seedbank type	transient	
24313	Trifolium pratense	2310927	1111	Seedbank density	Seedbank density	0.0	1/m2
24321	Trifolium pratense	2310928	159	Seedbank type	Seedbank type	transient	
24329	Trifolium pratense	2310928	1111	Seedbank density	Seedbank density	0.0	1/m2
24337	Trifolium pratense	2310929	159	Seedbank type	Seedbank type	transient	
24345	Trifolium pratense	2310929	1111	Seedbank density	Seedbank density	0.0	1/m2
24353	Trifolium pratense	2310930	159	Seedbank type	Seedbank type	transient	
24361	Trifolium pratense	2310930	1111	Seedbank density	Seedbank density	0.0	1/m2
24369	Trifolium pratense	2310931	159	Seedbank type	Seedbank type	transient	
24377	Trifolium pratense	2310931	1111	Seedbank density	Seedbank density	0.0	1/m2
24385	Trifolium pratense	2310932	159	Seedbank type	Seedbank type	transient	
24393	Trifolium pratense	2310932	1111	Seedbank density	Seedbank density	0.0	1/m2
24401	Trifolium pratense	2310933	159	Seedbank type	Seedbank type	transient	
24409	Trifolium pratense	2310933	1111	Seedbank density	Seedbank density	0.0	1/m2
24417	Trifolium pratense	2310934	159	Seedbank type	Seedbank type	transient	
24425	Trifolium pratense	2310934	1111	Seedbank density	Seedbank density	0.0	1/m2
24433	Trifolium pratense	2310935	159	Seedbank type	Seedbank type	transient	
24441	Trifolium pratense	2310935	1111	Seedbank density	Seedbank density	0.0	1/m2
24449	Trifolium pratense	2310936	159	Seedbank type	Seedbank type	transient	
24457	Trifolium pratense	2310936	1111	Seedbank density	Seedbank density	0.0	1/m2
24465	Trifolium pratense	2310937	159	Seedbank type	Seedbank type	transient	
24473	Trifolium pratense	2310937	1111	Seedbank density	Seedbank density	0.0	1/m2
24481	Trifolium pratense	2310938	159	Seedbank type	Seedbank type	transient	
24489	Trifolium pratense	2310938	1111	Seedbank density	Seedbank density	0.0	1/m2
24497	Trifolium pratense	2310939	159	Seedbank type	Seedbank type	transient	
24505	Trifolium pratense	2310939	1111	Seedbank density	Seedbank density	0.0	1/m2
24513	Trifolium pratense	2310940	159	Seedbank type	Seedbank type	transient	
24521	Trifolium pratense	2310940	1111	Seedbank density	Seedbank density	0.0	1/m2
24529	Trifolium pratense	2310941	159	Seedbank type	Seedbank type	transient	
24537	Trifolium pratense	2310941	1111	Seedbank density	Seedbank density	70.0	1/m2
24545	Trifolium pratense	2310942	159	Seedbank type	Seedbank type	transient	
24553	Trifolium pratense	2310942	1111	Seedbank density	Seedbank density	0.0	1/m2
24561	Trifolium pratense	2310943	159	Seedbank type	Seedbank type	transient	
24569	Trifolium pratense	2310943	1111	Seedbank density	Seedbank density	0.0	1/m2
24577	Trifolium pratense	2310944	159	Seedbank type	Seedbank type	transient	
24585	Trifolium pratense	2310944	1111	Seedbank density	Seedbank density	0.0	1/m2
24593	Trifolium pratense	2310945	159	Seedbank type	Seedbank type	transient	
24601	Trifolium pratense	2310945	1111	Seedbank density	Seedbank density	0.0	1/m2
24609	Trifolium pratense	2310946	159	Seedbank type	Seedbank type	transient	
24617	Trifolium pratense	2310946	1111	Seedbank density	Seedbank density	0.0	1/m2
24625	Trifolium pratense	2310947	159	Seedbank type	Seedbank type	transient	
24633	Trifolium pratense	2310947	1111	Seedbank density	Seedbank density	19.0	1/m2
24641	Trifolium pratense	2310948	159	Seedbank type	Seedbank type	transient	
24657	Trifolium pratense	2310949	159	Seedbank type	Seedbank type	transient	
24665	Trifolium pratense	2310949	1111	Seedbank density	Seedbank density	0.0	1/m2
24673	Trifolium pratense	2310950	159	Seedbank type	Seedbank type	transient	
24681	Trifolium pratense	2310950	1111	Seedbank density	Seedbank density	0.0	1/m2
24689	Trifolium pratense	2310951	159	Seedbank type	Seedbank type	transient	
24697	Trifolium pratense	2310951	1111	Seedbank density	Seedbank density	65.0	1/m2
24705	Trifolium pratense	2310952	159	Seedbank type	Seedbank type	transient	
24713	Trifolium pratense	2310952	1111	Seedbank density	Seedbank density	362.0	1/m2
24721	Trifolium pratense	2310953	159	Seedbank type	Seedbank type	transient	
24729	Trifolium pratense	2310953	1111	Seedbank density	Seedbank density	0.0	1/m2
24737	Trifolium pratense	2310954	159	Seedbank type	Seedbank type	transient	
24745	Trifolium pratense	2310954	1111	Seedbank density	Seedbank density	0.0	1/m2
24753	Trifolium pratense	2310955	159	Seedbank type	Seedbank type	transient	
24761	Trifolium pratense	2310955	1111	Seedbank density	Seedbank density	0.0	1/m2
24758	Trifolium pratense	2310955	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
24760	Trifolium pratense	2310955	2809	Seedbank duration	Seedbank duration (month)	18.0	month
24769	Trifolium pratense	2310956	159	Seedbank type	Seedbank type	transient	
24777	Trifolium pratense	2310956	1111	Seedbank density	Seedbank density	0.0	1/m2
24785	Trifolium pratense	2310957	159	Seedbank type	Seedbank type	transient	
24793	Trifolium pratense	2310957	1111	Seedbank density	Seedbank density	0.0	1/m2
24789	Trifolium pratense	2310957	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
24792	Trifolium pratense	2310957	2809	Seedbank duration	Seedbank duration (month)	24.0	month
24801	Trifolium pratense	2310958	159	Seedbank type	Seedbank type	transient	
24809	Trifolium pratense	2310958	1111	Seedbank density	Seedbank density	0.0	1/m2
24817	Trifolium pratense	2310959	159	Seedbank type	Seedbank type	transient	
24825	Trifolium pratense	2310959	1111	Seedbank density	Seedbank density	0.0	1/m2
24833	Trifolium pratense	2310960	159	Seedbank type	Seedbank type	transient	
24841	Trifolium pratense	2310960	1111	Seedbank density	Seedbank density	0.0	1/m2
24849	Trifolium pratense	2310961	159	Seedbank type	Seedbank type	transient	
24857	Trifolium pratense	2310961	1111	Seedbank density	Seedbank density	34.0	1/m2
24865	Trifolium pratense	2310962	159	Seedbank type	Seedbank type	transient	
24873	Trifolium pratense	2310962	1111	Seedbank density	Seedbank density	0.0	1/m2
24869	Trifolium pratense	2310962	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
24870	Trifolium pratense	2310962	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	81.0	mm
24881	Trifolium pratense	2310963	159	Seedbank type	Seedbank type	transient	
24889	Trifolium pratense	2310963	1111	Seedbank density	Seedbank density	0.0	1/m2
24886	Trifolium pratense	2310963	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	95.0	mm
24897	Trifolium pratense	2310964	159	Seedbank type	Seedbank type	transient	
24905	Trifolium pratense	2310964	1111	Seedbank density	Seedbank density	0.0	1/m2
24902	Trifolium pratense	2310964	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	91.0	mm
24913	Trifolium pratense	2310965	159	Seedbank type	Seedbank type	transient	
24921	Trifolium pratense	2310965	1111	Seedbank density	Seedbank density	0.0	1/m2
24918	Trifolium pratense	2310965	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	97.0	mm
24929	Trifolium pratense	2310966	159	Seedbank type	Seedbank type	transient	
24937	Trifolium pratense	2310966	1111	Seedbank density	Seedbank density	0.0	1/m2
24933	Trifolium pratense	2310966	2807	Seedbank number of layers	Seedbank number of layers	3.0	1/plant
24945	Trifolium pratense	2310967	159	Seedbank type	Seedbank type	transient	
24953	Trifolium pratense	2310967	1111	Seedbank density	Seedbank density	0.0	1/m2
24961	Trifolium pratense	2310968	159	Seedbank type	Seedbank type	transient	
24969	Trifolium pratense	2310968	1111	Seedbank density	Seedbank density	0.0	1/m2
24965	Trifolium pratense	2310968	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
24966	Trifolium pratense	2310968	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	100.0	mm
24968	Trifolium pratense	2310968	2809	Seedbank duration	Seedbank duration (month)	24.0	month
24977	Trifolium pratense	2310969	159	Seedbank type	Seedbank type	transient	
24985	Trifolium pratense	2310969	1111	Seedbank density	Seedbank density	0.0	1/m2
24993	Trifolium pratense	2310970	159	Seedbank type	Seedbank type	transient	
25001	Trifolium pratense	2310970	1111	Seedbank density	Seedbank density	0.0	1/m2
24998	Trifolium pratense	2310970	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	50.0	mm
25009	Trifolium pratense	2310971	159	Seedbank type	Seedbank type	transient	
25017	Trifolium pratense	2310971	1111	Seedbank density	Seedbank density	0.0	1/m2
25025	Trifolium pratense	2310972	159	Seedbank type	Seedbank type	transient	
25033	Trifolium pratense	2310972	1111	Seedbank density	Seedbank density	0.0	1/m2
25041	Trifolium pratense	2310973	159	Seedbank type	Seedbank type	transient	
25049	Trifolium pratense	2310973	1111	Seedbank density	Seedbank density	0.0	1/m2
25057	Trifolium pratense	2310974	159	Seedbank type	Seedbank type	transient	
25065	Trifolium pratense	2310974	1111	Seedbank density	Seedbank density	0.0	1/m2
25073	Trifolium pratense	2310975	159	Seedbank type	Seedbank type	transient	
25081	Trifolium pratense	2310975	1111	Seedbank density	Seedbank density	0.0	1/m2
25089	Trifolium pratense	2310976	159	Seedbank type	Seedbank type	transient	
25097	Trifolium pratense	2310976	1111	Seedbank density	Seedbank density	0.0	1/m2
25105	Trifolium pratense	2310977	159	Seedbank type	Seedbank type	transient	
25113	Trifolium pratense	2310977	1111	Seedbank density	Seedbank density	0.0	1/m2
25121	Trifolium pratense	2310978	159	Seedbank type	Seedbank type	transient	
25129	Trifolium pratense	2310978	1111	Seedbank density	Seedbank density	0.0	1/m2
25137	Trifolium pratense	2310979	159	Seedbank type	Seedbank type	transient	
25145	Trifolium pratense	2310979	1111	Seedbank density	Seedbank density	0.0	1/m2
25153	Trifolium pratense	2310980	159	Seedbank type	Seedbank type	transient	
25161	Trifolium pratense	2310980	1111	Seedbank density	Seedbank density	0.0	1/m2
25169	Trifolium pratense	2310981	159	Seedbank type	Seedbank type	transient	
25177	Trifolium pratense	2310981	1111	Seedbank density	Seedbank density	0.0	1/m2
25185	Trifolium pratense	2310982	159	Seedbank type	Seedbank type	transient	
25193	Trifolium pratense	2310982	1111	Seedbank density	Seedbank density	0.0	1/m2
25201	Trifolium pratense	2310983	159	Seedbank type	Seedbank type	transient	
25209	Trifolium pratense	2310983	1111	Seedbank density	Seedbank density	0.0	1/m2
25217	Trifolium pratense	2310984	159	Seedbank type	Seedbank type	transient	
25225	Trifolium pratense	2310984	1111	Seedbank density	Seedbank density	0.0	1/m2
25233	Trifolium pratense	2310985	159	Seedbank type	Seedbank type	transient	
25241	Trifolium pratense	2310985	1111	Seedbank density	Seedbank density	0.0	1/m2
25249	Trifolium pratense	2310986	159	Seedbank type	Seedbank type	transient	
25257	Trifolium pratense	2310986	1111	Seedbank density	Seedbank density	0.0	1/m2
25265	Trifolium pratense	2310987	159	Seedbank type	Seedbank type	transient	
25273	Trifolium pratense	2310987	1111	Seedbank density	Seedbank density	0.0	1/m2
25281	Trifolium pratense	2310988	159	Seedbank type	Seedbank type	transient	
25288	Trifolium pratense	2310988	1111	Seedbank density	Seedbank density	13.0	1/m2
25286	Trifolium pratense	2310988	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	50.0	mm
25296	Trifolium pratense	2310989	159	Seedbank type	Seedbank type	transient	
25304	Trifolium pratense	2310989	1111	Seedbank density	Seedbank density	0.0	1/m2
25301	Trifolium pratense	2310989	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	50.0	mm
25312	Trifolium pratense	2310990	159	Seedbank type	Seedbank type	transient	
25317	Trifolium pratense	2310990	1111	Seedbank density	Seedbank density	0.0	1/m2
25316	Trifolium pratense	2310990	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25325	Trifolium pratense	2310991	159	Seedbank type	Seedbank type	transient	
25332	Trifolium pratense	2310991	1111	Seedbank density	Seedbank density	7.0	1/m2
25329	Trifolium pratense	2310991	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25331	Trifolium pratense	2310991	2809	Seedbank duration	Seedbank duration (month)	1.5	month
25340	Trifolium pratense	2310992	159	Seedbank type	Seedbank type	transient	
25346	Trifolium pratense	2310992	1111	Seedbank density	Seedbank density	0.0	1/m2
25344	Trifolium pratense	2310992	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25354	Trifolium pratense	2310993	159	Seedbank type	Seedbank type	transient	
25361	Trifolium pratense	2310993	1111	Seedbank density	Seedbank density	0.0	1/m2
25358	Trifolium pratense	2310993	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25360	Trifolium pratense	2310993	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25369	Trifolium pratense	2310994	159	Seedbank type	Seedbank type	transient	
25377	Trifolium pratense	2310994	1111	Seedbank density	Seedbank density	0.0	1/m2
25385	Trifolium pratense	2310995	159	Seedbank type	Seedbank type	transient	
25393	Trifolium pratense	2310995	1111	Seedbank density	Seedbank density	0.0	1/m2
25389	Trifolium pratense	2310995	2807	Seedbank number of layers	Seedbank number of layers	2.0	1/plant
25390	Trifolium pratense	2310995	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	20.0	mm
25392	Trifolium pratense	2310995	2809	Seedbank duration	Seedbank duration (month)	16.0	month
25401	Trifolium pratense	2310996	159	Seedbank type	Seedbank type	transient	
25409	Trifolium pratense	2310996	1111	Seedbank density	Seedbank density	0.0	1/m2
25417	Trifolium pratense	2310997	159	Seedbank type	Seedbank type	transient	
25425	Trifolium pratense	2310997	1111	Seedbank density	Seedbank density	0.0	1/m2
25421	Trifolium pratense	2310997	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25422	Trifolium pratense	2310997	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25424	Trifolium pratense	2310997	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25433	Trifolium pratense	2310998	159	Seedbank type	Seedbank type	transient	
25441	Trifolium pratense	2310998	1111	Seedbank density	Seedbank density	0.0	1/m2
25437	Trifolium pratense	2310998	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25438	Trifolium pratense	2310998	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25440	Trifolium pratense	2310998	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25449	Trifolium pratense	2310999	159	Seedbank type	Seedbank type	transient	
25457	Trifolium pratense	2310999	1111	Seedbank density	Seedbank density	0.0	1/m2
25453	Trifolium pratense	2310999	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25454	Trifolium pratense	2310999	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25456	Trifolium pratense	2310999	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25465	Trifolium pratense	2311000	159	Seedbank type	Seedbank type	transient	
25473	Trifolium pratense	2311000	1111	Seedbank density	Seedbank density	0.0	1/m2
25469	Trifolium pratense	2311000	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25470	Trifolium pratense	2311000	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25472	Trifolium pratense	2311000	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25481	Trifolium pratense	2311001	159	Seedbank type	Seedbank type	transient	
25489	Trifolium pratense	2311001	1111	Seedbank density	Seedbank density	0.0	1/m2
25485	Trifolium pratense	2311001	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25486	Trifolium pratense	2311001	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25488	Trifolium pratense	2311001	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25497	Trifolium pratense	2311002	159	Seedbank type	Seedbank type	transient	
25505	Trifolium pratense	2311002	1111	Seedbank density	Seedbank density	0.0	1/m2
25501	Trifolium pratense	2311002	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25502	Trifolium pratense	2311002	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	65.0	mm
25504	Trifolium pratense	2311002	2809	Seedbank duration	Seedbank duration (month)	14.0	month
25513	Trifolium pratense	2311003	159	Seedbank type	Seedbank type	transient	
25521	Trifolium pratense	2311003	1111	Seedbank density	Seedbank density	0.0	1/m2
25517	Trifolium pratense	2311003	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25518	Trifolium pratense	2311003	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	50.0	mm
25520	Trifolium pratense	2311003	2809	Seedbank duration	Seedbank duration (month)	18.0	month
25529	Trifolium pratense	2311004	159	Seedbank type	Seedbank type	transient	
25537	Trifolium pratense	2311004	1111	Seedbank density	Seedbank density	0.0	1/m2
25545	Trifolium pratense	2311005	159	Seedbank type	Seedbank type	transient	
25553	Trifolium pratense	2311005	1111	Seedbank density	Seedbank density	0.0	1/m2
25549	Trifolium pratense	2311005	2807	Seedbank number of layers	Seedbank number of layers	2.0	1/plant
25550	Trifolium pratense	2311005	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	20.0	mm
25552	Trifolium pratense	2311005	2809	Seedbank duration	Seedbank duration (month)	8.0	month
25561	Trifolium pratense	2311006	159	Seedbank type	Seedbank type	transient	
25569	Trifolium pratense	2311006	1111	Seedbank density	Seedbank density	0.0	1/m2
25565	Trifolium pratense	2311006	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25566	Trifolium pratense	2311006	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	10.0	mm
25568	Trifolium pratense	2311006	2809	Seedbank duration	Seedbank duration (month)	6.0	month
25577	Trifolium pratense	2311007	159	Seedbank type	Seedbank type	transient	
25585	Trifolium pratense	2311007	1111	Seedbank density	Seedbank density	0.0	1/m2
25593	Trifolium pratense	2311008	159	Seedbank type	Seedbank type	transient	
25601	Trifolium pratense	2311008	1111	Seedbank density	Seedbank density	0.0	1/m2
25597	Trifolium pratense	2311008	2807	Seedbank number of layers	Seedbank number of layers	2.0	1/plant
25600	Trifolium pratense	2311008	2809	Seedbank duration	Seedbank duration (month)	3.0	month
25609	Trifolium pratense	2311009	159	Seedbank type	Seedbank type	transient	
25617	Trifolium pratense	2311009	1111	Seedbank density	Seedbank density	0.0	1/m2
25625	Trifolium pratense	2311010	159	Seedbank type	Seedbank type	transient	
25633	Trifolium pratense	2311010	1111	Seedbank density	Seedbank density	0.0	1/m2
25641	Trifolium pratense	2311011	159	Seedbank type	Seedbank type	transient	
25649	Trifolium pratense	2311011	1111	Seedbank density	Seedbank density	0.0	1/m2
25657	Trifolium pratense	2311012	159	Seedbank type	Seedbank type	transient	
25665	Trifolium pratense	2311012	1111	Seedbank density	Seedbank density	0.0	1/m2
25673	Trifolium pratense	2311013	159	Seedbank type	Seedbank type	transient	
25681	Trifolium pratense	2311013	1111	Seedbank density	Seedbank density	0.0	1/m2
25677	Trifolium pratense	2311013	2807	Seedbank number of layers	Seedbank number of layers	2.0	1/plant
25678	Trifolium pratense	2311013	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	50.0	mm
25680	Trifolium pratense	2311013	2809	Seedbank duration	Seedbank duration (month)	3.0	month
25689	Trifolium pratense	2311014	159	Seedbank type	Seedbank type	transient	
25697	Trifolium pratense	2311014	1111	Seedbank density	Seedbank density	0.0	1/m2
25705	Trifolium pratense	2311015	159	Seedbank type	Seedbank type	transient	
25713	Trifolium pratense	2311015	1111	Seedbank density	Seedbank density	0.0	1/m2
25721	Trifolium pratense	2311016	159	Seedbank type	Seedbank type	transient	
25729	Trifolium pratense	2311016	1111	Seedbank density	Seedbank density	0.0	1/m2
25725	Trifolium pratense	2311016	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
25737	Trifolium pratense	2311017	159	Seedbank type	Seedbank type	transient	
25745	Trifolium pratense	2311017	1111	Seedbank density	Seedbank density	0.0	1/m2
25742	Trifolium pratense	2311017	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	40.0	mm
25753	Trifolium pratense	2311018	159	Seedbank type	Seedbank type	transient	
25761	Trifolium pratense	2311018	1111	Seedbank density	Seedbank density	0.0	1/m2
25769	Trifolium pratense	2311019	159	Seedbank type	Seedbank type	transient	
25777	Trifolium pratense	2311019	1111	Seedbank density	Seedbank density	0.0	1/m2
25773	Trifolium pratense	2311019	2807	Seedbank number of layers	Seedbank number of layers	2.0	1/plant
25774	Trifolium pratense	2311019	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	30.0	mm
25785	Trifolium pratense	2311020	159	Seedbank type	Seedbank type	transient	
25793	Trifolium pratense	2311020	1111	Seedbank density	Seedbank density	0.0	1/m2
25801	Trifolium pratense	2311021	159	Seedbank type	Seedbank type	transient	
25809	Trifolium pratense	2311021	1111	Seedbank density	Seedbank density	0.0	1/m2
25817	Trifolium pratense	2311022	159	Seedbank type	Seedbank type	transient	
25825	Trifolium pratense	2311022	1111	Seedbank density	Seedbank density	0.0	1/m2
25833	Trifolium pratense	2311023	159	Seedbank type	Seedbank type	transient	
25841	Trifolium pratense	2311023	1111	Seedbank density	Seedbank density	0.0	1/m2
25849	Trifolium pratense	2311024	159	Seedbank type	Seedbank type	transient	
25857	Trifolium pratense	2311024	1111	Seedbank density	Seedbank density	0.0	1/m2
25865	Trifolium pratense	2311025	159	Seedbank type	Seedbank type	transient	
25873	Trifolium pratense	2311025	1111	Seedbank density	Seedbank density	0.0	1/m2
25881	Trifolium pratense	2311026	159	Seedbank type	Seedbank type	transient	
25889	Trifolium pratense	2311026	1111	Seedbank density	Seedbank density	0.0	1/m2
25888	Trifolium pratense	2311026	2809	Seedbank duration	Seedbank duration (month)	6.0	month
25897	Trifolium pratense	2311027	159	Seedbank type	Seedbank type	transient	
25905	Trifolium pratense	2311027	1111	Seedbank density	Seedbank density	0.0	1/m2
25913	Trifolium pratense	2311028	159	Seedbank type	Seedbank type	transient	
25921	Trifolium pratense	2311028	1111	Seedbank density	Seedbank density	0.0	1/m2
25920	Trifolium pratense	2311028	2809	Seedbank duration	Seedbank duration (month)	9.0	month
25929	Trifolium pratense	2311029	159	Seedbank type	Seedbank type	transient	
25937	Trifolium pratense	2311029	1111	Seedbank density	Seedbank density	0.0	1/m2
25945	Trifolium pratense	2311030	159	Seedbank type	Seedbank type	transient	
25953	Trifolium pratense	2311030	1111	Seedbank density	Seedbank density	0.0	1/m2
25949	Trifolium pratense	2311030	2807	Seedbank number of layers	Seedbank number of layers	3.0	1/plant
25950	Trifolium pratense	2311030	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	40.0	mm
25952	Trifolium pratense	2311030	2809	Seedbank duration	Seedbank duration (month)	5.0	month
25961	Trifolium pratense	2311031	159	Seedbank type	Seedbank type	transient	
25969	Trifolium pratense	2311031	1111	Seedbank density	Seedbank density	0.0	1/m2
25977	Trifolium pratense	2311032	159	Seedbank type	Seedbank type	transient	
25985	Trifolium pratense	2311032	1111	Seedbank density	Seedbank density	0.0	1/m2
25993	Trifolium pratense	2311033	159	Seedbank type	Seedbank type	transient	
26001	Trifolium pratense	2311033	1111	Seedbank density	Seedbank density	0.0	1/m2
26009	Trifolium pratense	2311034	159	Seedbank type	Seedbank type	transient	
26017	Trifolium pratense	2311034	1111	Seedbank density	Seedbank density	0.0	1/m2
26013	Trifolium pratense	2311034	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
26016	Trifolium pratense	2311034	2809	Seedbank duration	Seedbank duration (month)	36.0	month
26025	Trifolium pratense	2311035	159	Seedbank type	Seedbank type	transient	
26033	Trifolium pratense	2311035	1111	Seedbank density	Seedbank density	0.0	1/m2
26041	Trifolium pratense	2311036	159	Seedbank type	Seedbank type	transient	
26048	Trifolium pratense	2311036	1111	Seedbank density	Seedbank density	0.0	1/m2
26045	Trifolium pratense	2311036	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
26046	Trifolium pratense	2311036	2808	Seedbank thickness of top layer	Seedbank thickness of top layer (cm)	100.0	mm
26047	Trifolium pratense	2311036	2809	Seedbank duration	Seedbank duration (month)	4.0	month
26056	Trifolium pratense	2311037	159	Seedbank type	Seedbank type	transient	
26063	Trifolium pratense	2311037	1111	Seedbank density	Seedbank density	0.0	1/m2
26071	Trifolium pratense	2311038	159	Seedbank type	Seedbank type	transient	
26078	Trifolium pratense	2311038	1111	Seedbank density	Seedbank density	0.0	1/m2
26086	Trifolium pratense	2311039	159	Seedbank type	Seedbank type	transient	
26093	Trifolium pratense	2311039	1111	Seedbank density	Seedbank density	0.0	1/m2
26101	Trifolium pratense	2311040	159	Seedbank type	Seedbank type	transient	
26109	Trifolium pratense	2311040	1111	Seedbank density	Seedbank density	0.0	1/m2
26105	Trifolium pratense	2311040	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
26108	Trifolium pratense	2311040	2809	Seedbank duration	Seedbank duration (month)	3.0	month
26117	Trifolium pratense	2311041	159	Seedbank type	Seedbank type	transient	
26124	Trifolium pratense	2311041	1111	Seedbank density	Seedbank density	0.0	1/m2
26121	Trifolium pratense	2311041	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
26132	Trifolium pratense	2311042	159	Seedbank type	Seedbank type	transient	
26139	Trifolium pratense	2311042	1111	Seedbank density	Seedbank density	0.0	1/m2
26147	Trifolium pratense	2311043	159	Seedbank type	Seedbank type	transient	
26154	Trifolium pratense	2311043	1111	Seedbank density	Seedbank density	0.0	1/m2
26162	Trifolium pratense	2311044	159	Seedbank type	Seedbank type	transient	
26169	Trifolium pratense	2311044	1111	Seedbank density	Seedbank density	0.0	1/m2
26177	Trifolium pratense	2311045	159	Seedbank type	Seedbank type	transient	
26184	Trifolium pratense	2311045	1111	Seedbank density	Seedbank density	0.0	1/m2
26192	Trifolium pratense	2311046	159	Seedbank type	Seedbank type	transient	
26199	Trifolium pratense	2311046	1111	Seedbank density	Seedbank density	0.0	1/m2
26207	Trifolium pratense	2311047	159	Seedbank type	Seedbank type	transient	
26215	Trifolium pratense	2311047	1111	Seedbank density	Seedbank density	0.0	1/m2
26211	Trifolium pratense	2311047	2807	Seedbank number of layers	Seedbank number of layers	1.0	1/plant
26214	Trifolium pratense	2311047	2809	Seedbank duration	Seedbank duration (month)	18.0	month
26223	Trifolium pratense	2311048	159	Seedbank type	Seedbank type	transient	
26231	Trifolium pratense	2311048	1111	Seedbank density	Seedbank density	0.0	1/m2
26239	Trifolium pratense	2311049	159	Seedbank type	Seedbank type	transient	
