	AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
49067	Dactylis glomerata	2515085	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	447.283	mg/g
49066	Dactylis glomerata	2515085	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	25.701	mg/g
49065	Dactylis glomerata	2515085	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.304878	g/g
116277	Dactylis glomerata	2515085	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.958384606779282	g m-2
49063	Dactylis glomerata	2515085	55	Leaf dry mass (single leaf)	Leaf dry mass	12.5	mg
49064	Dactylis glomerata	2515085	163	Leaf fresh mass	Leaf fresh mass	0.041	g
49068	Dactylis glomerata	2515085	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5942	g
49062	Dactylis glomerata	2515085	3106	Plant height vegetative	Plant height vegetative	0.71	m
49081	Dactylis glomerata	2515086	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	460.088	mg/g
49080	Dactylis glomerata	2515086	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.103	mg/g
49079	Dactylis glomerata	2515086	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.282955	g/g
116278	Dactylis glomerata	2515086	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.891280532938564	g m-2
49077	Dactylis glomerata	2515086	55	Leaf dry mass (single leaf)	Leaf dry mass	12.45	mg
49078	Dactylis glomerata	2515086	163	Leaf fresh mass	Leaf fresh mass	0.044	g
49082	Dactylis glomerata	2515086	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.3506	g
49076	Dactylis glomerata	2515086	3106	Plant height vegetative	Plant height vegetative	0.445	m
49095	Dactylis glomerata	2515087	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	438.433	mg/g
49094	Dactylis glomerata	2515087	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	28.461	mg/g
49093	Dactylis glomerata	2515087	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.2044444	g/g
116279	Dactylis glomerata	2515087	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.03112093326571	g m-2
49091	Dactylis glomerata	2515087	55	Leaf dry mass (single leaf)	Leaf dry mass	18.4	mg
49092	Dactylis glomerata	2515087	163	Leaf fresh mass	Leaf fresh mass	0.09	g
49096	Dactylis glomerata	2515087	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5849	g
49090	Dactylis glomerata	2515087	3106	Plant height vegetative	Plant height vegetative	0.76	m
49109	Dactylis glomerata	2515088	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	446.0	mg/g
49108	Dactylis glomerata	2515088	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	33.925	mg/g
49107	Dactylis glomerata	2515088	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.281714	g/g
116280	Dactylis glomerata	2515088	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.23090599034868	g m-2
49105	Dactylis glomerata	2515088	55	Leaf dry mass (single leaf)	Leaf dry mass	49.3	mg
49106	Dactylis glomerata	2515088	163	Leaf fresh mass	Leaf fresh mass	0.175	g
49110	Dactylis glomerata	2515088	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	1.2139	g
49104	Dactylis glomerata	2515088	3106	Plant height vegetative	Plant height vegetative	0.9	m
49123	Dactylis glomerata	2515089	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	441.184	mg/g
49122	Dactylis glomerata	2515089	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	31.594	mg/g
49121	Dactylis glomerata	2515089	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.244262	g/g
116281	Dactylis glomerata	2515089	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.821519579801342	g m-2
49119	Dactylis glomerata	2515089	55	Leaf dry mass (single leaf)	Leaf dry mass	14.9	mg
49120	Dactylis glomerata	2515089	163	Leaf fresh mass	Leaf fresh mass	0.061	g
49124	Dactylis glomerata	2515089	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.4862	g
49118	Dactylis glomerata	2515089	3106	Plant height vegetative	Plant height vegetative	0.8	m
49137	Dactylis glomerata	2515090	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	454.756	mg/g
49136	Dactylis glomerata	2515090	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	36.868	mg/g
49135	Dactylis glomerata	2515090	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.354444	g/g
116282	Dactylis glomerata	2515090	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.04536690484292	g m-2
49133	Dactylis glomerata	2515090	55	Leaf dry mass (single leaf)	Leaf dry mass	15.95	mg
49134	Dactylis glomerata	2515090	163	Leaf fresh mass	Leaf fresh mass	0.045	g
49138	Dactylis glomerata	2515090	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5162	g
49132	Dactylis glomerata	2515090	3106	Plant height vegetative	Plant height vegetative	0.495	m
49151	Dactylis glomerata	2515091	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	444.436	mg/g
49150	Dactylis glomerata	2515091	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	28.935	mg/g
116283	Dactylis glomerata	2515091	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.850554102119404	g m-2
49147	Dactylis glomerata	2515091	55	Leaf dry mass (single leaf)	Leaf dry mass	10.05	mg
49148	Dactylis glomerata	2515091	163	Leaf fresh mass	Leaf fresh mass	0.0965	g
49152	Dactylis glomerata	2515091	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.7231	g
49146	Dactylis glomerata	2515091	3106	Plant height vegetative	Plant height vegetative	0.66	m
49165	Dactylis glomerata	2515092	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	448.377	mg/g
49164	Dactylis glomerata	2515092	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	27.705	mg/g
116284	Dactylis glomerata	2515092	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.88946320791062	g m-2
49161	Dactylis glomerata	2515092	55	Leaf dry mass (single leaf)	Leaf dry mass	8.5	mg
49162	Dactylis glomerata	2515092	163	Leaf fresh mass	Leaf fresh mass	0.071	g
49166	Dactylis glomerata	2515092	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.7408	g
49160	Dactylis glomerata	2515092	3106	Plant height vegetative	Plant height vegetative	0.818	m
49319	Dactylis glomerata	2515243	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	462.0	mg/g
49318	Dactylis glomerata	2515243	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	36.06	mg/g
49317	Dactylis glomerata	2515243	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.229224	g/g
116295	Dactylis glomerata	2515243	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.936428794016828	g m-2
49315	Dactylis glomerata	2515243	55	Leaf dry mass (single leaf)	Leaf dry mass	25.1	mg
49316	Dactylis glomerata	2515243	163	Leaf fresh mass	Leaf fresh mass	0.1095	g
49320	Dactylis glomerata	2515243	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.3742	g
49314	Dactylis glomerata	2515243	3106	Plant height vegetative	Plant height vegetative	0.48	m
49333	Dactylis glomerata	2515244	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	447.069	mg/g
49332	Dactylis glomerata	2515244	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	44.246	mg/g
49331	Dactylis glomerata	2515244	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.276812	g/g
116296	Dactylis glomerata	2515244	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.26862975599966	g m-2
49329	Dactylis glomerata	2515244	55	Leaf dry mass (single leaf)	Leaf dry mass	19.1	mg
49330	Dactylis glomerata	2515244	163	Leaf fresh mass	Leaf fresh mass	0.069	g
49334	Dactylis glomerata	2515244	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.6208	g
49328	Dactylis glomerata	2515244	3106	Plant height vegetative	Plant height vegetative	0.83	m
49347	Dactylis glomerata	2515245	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	461.0	mg/g
49346	Dactylis glomerata	2515245	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	35.425	mg/g
49345	Dactylis glomerata	2515245	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.258406	g/g
116297	Dactylis glomerata	2515245	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.5728366558629	g m-2
49343	Dactylis glomerata	2515245	55	Leaf dry mass (single leaf)	Leaf dry mass	74.55	mg
49344	Dactylis glomerata	2515245	163	Leaf fresh mass	Leaf fresh mass	0.2885	g
49348	Dactylis glomerata	2515245	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	1.6746	g
49361	Dactylis glomerata	2515246	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	457.236	mg/g
49360	Dactylis glomerata	2515246	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	28.28	mg/g
49359	Dactylis glomerata	2515246	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.23301	g/g
116298	Dactylis glomerata	2515246	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.822906360938137	g m-2
49357	Dactylis glomerata	2515246	55	Leaf dry mass (single leaf)	Leaf dry mass	24.0	mg
49358	Dactylis glomerata	2515246	163	Leaf fresh mass	Leaf fresh mass	0.103	g
49362	Dactylis glomerata	2515246	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.636	g
49356	Dactylis glomerata	2515246	3106	Plant height vegetative	Plant height vegetative	0.61	m
49375	Dactylis glomerata	2515247	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	453.381	mg/g
49374	Dactylis glomerata	2515247	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	23.51	mg/g
49373	Dactylis glomerata	2515247	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.24125	g/g
116299	Dactylis glomerata	2515247	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.717774928253038	g m-2
49371	Dactylis glomerata	2515247	55	Leaf dry mass (single leaf)	Leaf dry mass	19.3	mg
49372	Dactylis glomerata	2515247	163	Leaf fresh mass	Leaf fresh mass	0.08	g
49376	Dactylis glomerata	2515247	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.4997	g
49370	Dactylis glomerata	2515247	3106	Plant height vegetative	Plant height vegetative	0.56	m
49389	Dactylis glomerata	2515248	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	454.725	mg/g
49388	Dactylis glomerata	2515248	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	31.504	mg/g
116300	Dactylis glomerata	2515248	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.956231408972258	g m-2
49385	Dactylis glomerata	2515248	55	Leaf dry mass (single leaf)	Leaf dry mass	17.5	mg
49390	Dactylis glomerata	2515248	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5752	g
49384	Dactylis glomerata	2515248	3106	Plant height vegetative	Plant height vegetative	0.67	m
49401	Dactylis glomerata	2515249	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.261518	g/g
116301	Dactylis glomerata	2515249	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.72377445671793	g m-2
49399	Dactylis glomerata	2515249	55	Leaf dry mass (single leaf)	Leaf dry mass	48.25	mg
49400	Dactylis glomerata	2515249	163	Leaf fresh mass	Leaf fresh mass	0.1845	g
49404	Dactylis glomerata	2515249	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.9221	g
49417	Dactylis glomerata	2515250	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	460.0	mg/g
49416	Dactylis glomerata	2515250	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	37.373	mg/g
49415	Dactylis glomerata	2515250	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.238776	g/g
116302	Dactylis glomerata	2515250	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.56641099794627	g m-2
49413	Dactylis glomerata	2515250	55	Leaf dry mass (single leaf)	Leaf dry mass	40.95	mg
49414	Dactylis glomerata	2515250	163	Leaf fresh mass	Leaf fresh mass	0.1715	g
49418	Dactylis glomerata	2515250	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.8871	g
49412	Dactylis glomerata	2515250	3106	Plant height vegetative	Plant height vegetative	0.63	m
49430	Dactylis glomerata	2515251	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	27.899	mg/g
49429	Dactylis glomerata	2515251	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.272947	g/g
116303	Dactylis glomerata	2515251	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.856033874382498	g m-2
49427	Dactylis glomerata	2515251	55	Leaf dry mass (single leaf)	Leaf dry mass	28.25	mg
49428	Dactylis glomerata	2515251	163	Leaf fresh mass	Leaf fresh mass	0.1035	g
49432	Dactylis glomerata	2515251	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.6935	g
49426	Dactylis glomerata	2515251	3106	Plant height vegetative	Plant height vegetative	0.58	m
49445	Dactylis glomerata	2515252	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	441.564	mg/g
49444	Dactylis glomerata	2515252	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	28.53	mg/g
49443	Dactylis glomerata	2515252	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.269091	g/g
116304	Dactylis glomerata	2515252	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.919966464594351	g m-2
49441	Dactylis glomerata	2515252	55	Leaf dry mass (single leaf)	Leaf dry mass	22.2	mg
49442	Dactylis glomerata	2515252	163	Leaf fresh mass	Leaf fresh mass	0.0825	g
49446	Dactylis glomerata	2515252	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.7094	g
49440	Dactylis glomerata	2515252	3106	Plant height vegetative	Plant height vegetative	0.59	m
49599	Dactylis glomerata	2515393	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	447.302	mg/g
49598	Dactylis glomerata	2515393	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	29.107	mg/g
49597	Dactylis glomerata	2515393	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.290968	g/g
116315	Dactylis glomerata	2515393	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.872119850187266	g m-2
49595	Dactylis glomerata	2515393	55	Leaf dry mass (single leaf)	Leaf dry mass	22.55	mg
49596	Dactylis glomerata	2515393	163	Leaf fresh mass	Leaf fresh mass	0.0775	g
49600	Dactylis glomerata	2515393	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.744	g
49594	Dactylis glomerata	2515393	3106	Plant height vegetative	Plant height vegetative	0.67	m
49612	Dactylis glomerata	2515394	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	26.929	mg/g
49611	Dactylis glomerata	2515394	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.279775	g/g
116316	Dactylis glomerata	2515394	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.802963890628261	g m-2
49609	Dactylis glomerata	2515394	55	Leaf dry mass (single leaf)	Leaf dry mass	12.45	mg
49610	Dactylis glomerata	2515394	163	Leaf fresh mass	Leaf fresh mass	0.0445	g
49614	Dactylis glomerata	2515394	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.4142	g
49608	Dactylis glomerata	2515394	3106	Plant height vegetative	Plant height vegetative	0.48	m
49627	Dactylis glomerata	2515395	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	449.483	mg/g
49626	Dactylis glomerata	2515395	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	28.695	mg/g
49625	Dactylis glomerata	2515395	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.259509	g/g
116317	Dactylis glomerata	2515395	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.840165134391286	g m-2
49623	Dactylis glomerata	2515395	55	Leaf dry mass (single leaf)	Leaf dry mass	21.15	mg
49624	Dactylis glomerata	2515395	163	Leaf fresh mass	Leaf fresh mass	0.0815	g
49628	Dactylis glomerata	2515395	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.8943	g
49622	Dactylis glomerata	2515395	3106	Plant height vegetative	Plant height vegetative	0.64	m
49640	Dactylis glomerata	2515396	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	24.812	mg/g
49639	Dactylis glomerata	2515396	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.284884	g/g
116318	Dactylis glomerata	2515396	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.697103363020819	g m-2
49637	Dactylis glomerata	2515396	55	Leaf dry mass (single leaf)	Leaf dry mass	12.25	mg
49638	Dactylis glomerata	2515396	163	Leaf fresh mass	Leaf fresh mass	0.043	g
49642	Dactylis glomerata	2515396	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5191	g
49636	Dactylis glomerata	2515396	3106	Plant height vegetative	Plant height vegetative	0.6	m
49655	Dactylis glomerata	2515397	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	438.412	mg/g
49654	Dactylis glomerata	2515397	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	31.324	mg/g
49653	Dactylis glomerata	2515397	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.273054	g/g
116319	Dactylis glomerata	2515397	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.894383690717528	g m-2
49651	Dactylis glomerata	2515397	55	Leaf dry mass (single leaf)	Leaf dry mass	22.8	mg
49652	Dactylis glomerata	2515397	163	Leaf fresh mass	Leaf fresh mass	0.0835	g
49656	Dactylis glomerata	2515397	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.7269	g
49650	Dactylis glomerata	2515397	3106	Plant height vegetative	Plant height vegetative	0.62	m
49669	Dactylis glomerata	2515398	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	439.343	mg/g
49668	Dactylis glomerata	2515398	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	26.609	mg/g
49667	Dactylis glomerata	2515398	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.255	g/g
116320	Dactylis glomerata	2515398	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.657125922999037	g m-2
49665	Dactylis glomerata	2515398	55	Leaf dry mass (single leaf)	Leaf dry mass	10.2	mg
49666	Dactylis glomerata	2515398	163	Leaf fresh mass	Leaf fresh mass	0.04	g
49670	Dactylis glomerata	2515398	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5277	g
49664	Dactylis glomerata	2515398	3106	Plant height vegetative	Plant height vegetative	0.53	m
49682	Dactylis glomerata	2515399	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	18.87	mg/g
49681	Dactylis glomerata	2515399	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.283486	g/g
116321	Dactylis glomerata	2515399	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.573364528577072	g m-2
49679	Dactylis glomerata	2515399	55	Leaf dry mass (single leaf)	Leaf dry mass	15.45	mg
49680	Dactylis glomerata	2515399	163	Leaf fresh mass	Leaf fresh mass	0.0545	g
49684	Dactylis glomerata	2515399	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.5297	g
49697	Dactylis glomerata	2515400	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	450.987	mg/g
49696	Dactylis glomerata	2515400	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	18.663	mg/g
49695	Dactylis glomerata	2515400	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.246957	g/g
116322	Dactylis glomerata	2515400	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.507408716456866	g m-2
49693	Dactylis glomerata	2515400	55	Leaf dry mass (single leaf)	Leaf dry mass	14.2	mg
49694	Dactylis glomerata	2515400	163	Leaf fresh mass	Leaf fresh mass	0.0575	g
49698	Dactylis glomerata	2515400	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.4213	g
49711	Dactylis glomerata	2515401	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	468.0	mg/g
49710	Dactylis glomerata	2515401	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	29.065	mg/g
49709	Dactylis glomerata	2515401	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.155	g/g
116323	Dactylis glomerata	2515401	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	0.994491206460001	g m-2
49707	Dactylis glomerata	2515401	55	Leaf dry mass (single leaf)	Leaf dry mass	26.35	mg
49708	Dactylis glomerata	2515401	163	Leaf fresh mass	Leaf fresh mass	0.17	g
49712	Dactylis glomerata	2515401	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	1.3282	g
49706	Dactylis glomerata	2515401	3106	Plant height vegetative	Plant height vegetative	0.63	m
49725	Dactylis glomerata	2515402	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	456.0	mg/g
49724	Dactylis glomerata	2515402	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.641	mg/g
49723	Dactylis glomerata	2515402	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.289388	g/g
116324	Dactylis glomerata	2515402	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.05262977086125	g m-2
49721	Dactylis glomerata	2515402	55	Leaf dry mass (single leaf)	Leaf dry mass	35.45	mg
49722	Dactylis glomerata	2515402	163	Leaf fresh mass	Leaf fresh mass	0.1225	g
49726	Dactylis glomerata	2515402	403	Plant biomass and allometry: Shoot dry mass (plant aboveground dry mass) per plant	Plant dry mass (aboveground)	0.6998	g
50055	Dactylis glomerata	2576615	42	Plant growth form	Plant growth form standardized	Herb	
50070	Dactylis glomerata	2618773	42	Plant growth form	Plant growth form standardized	Herb	
50094	Dactylis glomerata	2658140	3106	Plant height vegetative	Plant height vegetative	0.35	m
50115	Dactylis glomerata	2658147	3106	Plant height vegetative	Plant height vegetative	0.47	m
51417	Dactylis glomerata	2677507	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	467.1442556	mg/g
51418	Dactylis glomerata	2677507	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	30.1929848	mg/g
51423	Dactylis glomerata	2677507	42	Plant growth form	Plant growth form	grass	
51419	Dactylis glomerata	2677507	47	Leaf dry mass per leaf fresh mass (leaf dry matter content, LDMC)	Leaf dry matter content per leaf water-saturated mass (LDMC)	0.2503948214	g/g
116335	Dactylis glomerata	2677507	50	Leaf nitrogen (N) content per leaf area	Leaf nitrogen content per area (Narea)	1.01689840609607	g m-2
51455	Dactylis glomerata	2689073	13	Leaf carbon (C) content per leaf dry mass	Leaf carbon content per dry mass	406.252	mg/g
51456	Dactylis glomerata	2689073	14	Leaf nitrogen (N) content per leaf dry mass	Leaf nitrogen content per dry mass (Nmass)	13.705	mg/g
51461	Dactylis glomerata	2689073	42	Plant growth form	Plant growth form	herbaceous	
