AccSpeciesName	ObservationID	TraitID	TraitName	DataName	StdValue	UnitName
Trifolium pratense	2341604	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341605	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341605	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341606	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341606	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341607	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341607	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341608	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341608	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341609	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341609	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341610	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341610	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341611	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341611	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341612	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341612	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341613	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341613	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Trifolium pratense	2341614	159	Seedbank type	Seedbank type	transient	
Trifolium pratense	2341614	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360477	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360478	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360479	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360480	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360481	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360481	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360482	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360482	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360483	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360483	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360484	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360484	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360485	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360485	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360486	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360486	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360487	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360487	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360488	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360488	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360489	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360489	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360490	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360490	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360491	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360491	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360492	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360492	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360493	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360493	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360494	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360494	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360495	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360495	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360496	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360496	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360497	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360497	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360498	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360498	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360499	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360499	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360500	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360500	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360501	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360501	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360502	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360502	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360503	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360503	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360504	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360504	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360505	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360506	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360507	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360508	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360509	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360510	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360511	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360511	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360512	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360512	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360513	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360513	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360514	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360514	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360515	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360515	33	Seed (seedbank) longevity	Seed longevity (max possible)	2.0	year
Dactylis glomerata	2360515	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360516	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360516	33	Seed (seedbank) longevity	Seedbank longevity	2.0	year
Dactylis glomerata	2360516	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360517	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360517	33	Seed (seedbank) longevity	Seedbank longevity	2.0	year
Dactylis glomerata	2360517	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360518	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360518	33	Seed (seedbank) longevity	Seedbank longevity	2.0	year
Dactylis glomerata	2360518	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360519	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360519	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360520	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360521	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360522	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360522	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360523	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360523	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360524	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360524	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360525	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360525	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360526	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360526	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360527	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360527	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360528	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360528	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360529	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360529	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360530	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360530	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360531	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360531	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360532	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360532	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360533	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360533	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360534	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360534	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360535	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360535	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360536	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360536	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360537	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360537	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360538	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360538	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360539	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360539	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360540	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360540	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360541	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360541	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360542	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360542	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360543	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360543	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360544	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360544	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360545	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360545	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360546	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360546	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360547	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360547	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360548	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360548	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360549	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360550	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360551	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360551	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360552	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360553	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360554	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360554	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360555	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360555	33	Seed (seedbank) longevity	Seedbank longevity	2.0	year
Dactylis glomerata	2360555	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360556	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360556	33	Seed (seedbank) longevity	Seedbank longevity	2.0	year
Dactylis glomerata	2360556	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360557	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360557	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360558	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360559	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360560	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360560	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360561	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360561	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360562	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360562	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360563	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360563	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360564	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360564	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360565	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360565	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360566	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360566	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360567	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360567	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360568	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360568	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360569	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360569	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360570	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360570	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360571	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360571	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360572	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360572	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360573	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360573	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360574	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360574	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360575	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360575	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360576	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360576	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360577	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360577	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360578	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360578	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360579	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360579	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360580	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360580	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360581	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360581	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360582	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360582	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360583	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360583	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360584	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360584	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360585	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360585	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360586	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360587	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360588	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360588	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360589	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360589	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360590	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360590	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360591	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360591	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360592	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360592	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360593	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360593	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360594	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360594	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360595	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360595	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360596	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360596	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360597	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360597	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360598	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360598	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360599	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360599	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360600	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360600	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360601	159	Seedbank type	Seedbank type	long-term persistent	
Dactylis glomerata	2360601	33	Seed (seedbank) longevity	Seedbank longevity index	1.0	year
Dactylis glomerata	2360602	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360602	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360603	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360603	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360604	159	Seedbank type	Seedbank type	present	
Dactylis glomerata	2360605	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360605	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360606	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360606	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360607	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360607	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360608	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360608	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360609	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360609	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360610	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360610	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360611	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360611	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360612	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360612	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360613	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360613	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360614	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360614	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360615	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360615	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360616	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360616	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360617	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360617	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360618	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360618	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360619	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360619	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360620	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360620	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360621	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360621	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360622	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360622	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360623	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360623	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360624	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360624	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360625	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360625	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360626	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360626	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360627	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360627	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360628	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360628	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360629	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360629	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360630	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360630	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360631	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360631	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360632	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360632	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360633	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360633	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360634	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360634	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360635	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360635	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360636	159	Seedbank type	Seedbank type	short-term persistent	
Dactylis glomerata	2360636	33	Seed (seedbank) longevity	Seedbank longevity index	0.5	year
Dactylis glomerata	2360637	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360637	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360638	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360638	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360639	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360639	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360640	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360640	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360641	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360641	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360642	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360642	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360643	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360643	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360644	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360644	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360645	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360645	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360646	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360646	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360647	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360647	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360648	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360648	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
Dactylis glomerata	2360649	159	Seedbank type	Seedbank type	transient	
Dactylis glomerata	2360649	33	Seed (seedbank) longevity	Seedbank longevity index	0.0	year
